Post-SPAC Ticker Symbol,Post-SPAC Company Name,SPAC Ticker,SPAC Name,Merged Company Name (if Different than DeSPAC),Merger Completion Date (Announced),SPAC IPO Date,Total Return (from SPAC IPO price),Annualized Return (from SPAC IPO),Current Price,% Change Prev,Market Cap,SPAC IPO Size,SPAC Initial Target Industry,Notable Leadership / Sponsor, Underwriter(s),Status,Warrant Trading Status,Post-Completion Events,Merger Partner Leadership,Est. Date Warrants Exercisable,Warrant Exercise Deadline (if Called),forwardPE,enterpriseToEbitda,entrepriseToRevenue,heldPercentInstitutions,pegRatio,sector,industry,exchange,country,city,logo_url
SMPL,The Simply Good Foods Company,CPAA,Conyers Park Acquisition Corp ,"Atkins Nutritionals, Inc",2017-07-07,2016-07-14,2.3569999999999998,0.4939,33.57,0.0174,3214279257.0,402500000.0,,"Centerview Capital, James Kilts (Partner, Centerview Capital Consumer; Former CEO of Gillette; Former CEO of Nabisco; Former Pres. of Kraft USA)","Deutsche Bank, Goldman Sachs",Trading,,,,,,29.008547,22.762,,0.98883003,2.01,Consumer Defensive,Packaged Foods,NCM,United States,Denver,https://logo.clearbit.com/thesimplygoodfoodscompany.com
DSKE,Daseke Inc,HCAC,Hennessy Capital Acquisition Corp II ,,2017-02-27,2015-07-22,-0.28,-0.0487,7.2,0.0227,468207491.0,175000000.0,"Industrial Manufacturing, Distribution, Services",Daniel Hennessy,"UBS, Cantor, BMO Capital Markets",Trading,Warrants Trading,,,2017-03-29,,13.363636,7.372,,0.33312,2.19,Industrials,Trucking,NMS,United States,Addison,https://logo.clearbit.com/daseke.com
TWNK,Hostess Brands,GRSH,Gores Holdings I ,,2016-11-04,2015-08-14,0.523,0.0919,15.23,0.009300000000000001,2058655791.0,375000000.0,,Gores Group,Deutsche Bank,Trading,Warrants Trading,,,2016-12-04,,16.54945,13.472,,1.1732299,1.96,Consumer Defensive,Packaged Foods,NMS,United States,Lenexa,https://logo.clearbit.com/hostessbrands.com
CDEV,Centennial Resource Production,SRAQ,Silver Run Acquisition Corp ,,2016-10-11,2016-02-23,-0.617,-0.1195,3.83,-0.027000000000000003,1070107913.0,450000000.0,Energy,,"Deutsche Bank, Citigroup, Goldman Sachs",Trading,,,,,,10.026316,10.074,,0.58446,-0.54,Energy,Oil & Gas E&P,NCM,United States,Denver,https://logo.clearbit.com/cdevinc.com
CCN,CardConnect Corp.,FNTC,FinTech Acquisition Corp ,,2016-08-01,2015-02-13,,,,,,100000000.0,FinTech,"Betsy Cohen, Daniel Cohen","Cantor, Northland",Non-Trading,,Acquired by First Data (2017 - $750M),,,,,,,,,NaN,NaN,YHD,NaN,NaN,
LIND,"Lindblad Expeditions Holdings, Inc.",CLAC,Capitol Acquisition Corp. II ,,2015-07-08,2013-05-09,0.726,0.0913,17.26,0.0329,861384820.0,180000000.0,,Mark Ein,"Citigroup, Deutsche Bank",Trading,,,,,,173.5,-22.598,,0.63370997,-0.6,Consumer Cyclical,Travel Services,NCM,United States,New York,https://logo.clearbit.com/world.expeditions.com
VDTH,Videocon d2h,EAGL,Silver Eagle Acquisition Corp. ,,2015-03-31,2013-07-25,,,,,,325000000.0,"Media, Entertainment","Jeff Sagansky, Harry Sloan (Former CEO of MGM)",Deutsche Bank,Non-Trading,,Merged with Dish TV in Mar 2018,,,,,,,,,NaN,NaN,YHD,NaN,NaN,
BLBD,Blue Bird Corporation,HCAC,Hennessy Capital Acquisition Corp ,School Bus Holdings,2015-02-24,2014-01-16,1.5619999999999998,0.215,25.62,0.031,694616636.0,115000000.0,,Daniel Hennessy,Deutsche Bank,Trading,,,,,,15.491124,21.301,,0.90654,1.81,Consumer Cyclical,Auto Manufacturers,NGM,United States,Macon,https://logo.clearbit.com/blue-bird.com
TGLS,Technoglass Inc.,ANDA,Andina Acquisition Corp ,,2013-12-20,2012-03-16,0.248,0.027200000000000002,12.48,0.0255,594504394.0,40000000.0,Latin America,Julio Torres,"Cowen, Craig-Hallum Capital",Trading,,,,,,10.384616,8.319,,0.16083,12.54,Industrials,Building Products & Equipment,NCM,Colombia,Barranquilla,https://logo.clearbit.com/tecnoglass.com
GEENQ,Global Eagle Entertainment Inc.,EAGL,Global Eagle Acquisition Corp. ,"Row 44, Inc. and Advanced Inflight Alliance AG (86% of the shares)",2013-01-31,2011-05-18,,,,,,190000000.0,"Media, Entertainment","Jeff Sagansky, Harry Sloan (Former CEO of MGM); Directors: (Jim McNamara and Dennis Miller)","Citigroup, Deutsche Bank, Macquaire Capital",Trading (OTC),,"Filed for Bankruptcy in July 2020, $ENT Delisted from Nasdaq in Aug 2020, and sold substantially all of assets to creditors in Oct 2020.",,,,,,,,,NaN,NaN,PNK,NaN,NaN,
SUMR,"Summer Infant, Inc.",KBL,KBL Healthcare Acquisition Corp. II ,,2007-03-12,2005-04-21,0.146,0.0091,11.46,0.0582,24446987.0,55200000.0,,,EarlyBirdCapital,Trading,,,,,,269.59998,6.883,,0.4483,,Consumer Defensive,Household & Personal Products,NCM,United States,Woonsocket,https://logo.clearbit.com/summerinfant.com
TWO,Two Harbors Investment Corp.,CLA,Capitol Acquisition Corp. ,,2009-10-29,2007-11-14,-0.256,-0.019,7.44,0.015,2039202772.0,250000000.0,,Mark Ein,Citigroup,Trading,,,,,,7.8723407,,,0.62112,-0.76,Real Estate,REIT—Mortgage,NYQ,United States,Minnetonka,https://logo.clearbit.com/twoharborsinvestment.com
NES,"Nuverra Environmental Solutions, Inc.",HEK,Heckmann Corporation ,China Water and Drinks Inc. (CWD became subsidiary of Heckmann),2008-10-31,2007-11-16,-0.794,-0.0591,2.06,0.055099999999999996,32923481.0,432900000.0,,"Richard Heckmann, Dan Quayle (Fmr VP of US under George HW Bush),Lou Holtz (Fmr Notre Dame Football Coach)","Credit Suisse, Roth Capital Partners",Trading,,"Heckmann divests CWD in Oct 2011, Changes name to Nuverra in May 2013",,,,,13.556,,0.91691,,Industrials,Waste Management,ASE,United States,Scottsdale,https://logo.clearbit.com/nuverra.com
GSL,Global Ship Lease,MAQ,Marathon Acquisition Corp. ,,2008-08-14,2006-08-25,0.336,0.0229,13.36,0.0206,484747013.0,320300000.0,,"Michael Gross (Founder/Fmr CEO, Apollo Investment Corp),Martin Franklin (Co-founder/Fmr Chairman, Jarden Corp)","Citigroup, Ladenburg Thalmann & Co.",Trading,,,,,,3.8386166,7.666,,0.23547001,0.48,Industrials,Marine Shipping,NYQ,United Kingdom,London,https://logo.clearbit.com/globalshiplease.com
APP,American Apparel Inc.,EDA,Endeavor Acquisition Corp. ,,2007-12-12,2005-12-16,,,,,,129300000.00000001,Services,"Jon Ledecky (co-owner, New York Islanders","Ladenburg Thalmann & Co., Broadband Capital Management",Non-Trading,,"Filed for Bankruptcy in Oct 2015, assets acquired by Gildan Sportswear in Jan 2017",,,,,50.771,,0.0,,Technology,Software—Application,NMS,United States,Palo Alto,https://logo.clearbit.com/applovin.com
GLG,GLG Partners,FRH,"Freedom Acquisition Holdings, Inc. ",,2007-11-03,2006-12-22,,,,,,528000000.0,,"Nicolas Berggruen (Berggruen Holdings),Martin Franklin (Co-founder/Fmr Chairman, Jarden Corp; Fmr Chairman, Apollo Investment Corp, Kenneth Cole),James Hauslein (Fmr Chairman/CEO, Sunglass Hut),William Lauder","Citigroup, Ladenburg Thalmann & Co.",Non-Trading,,Acquired by Man Group (May 2010) for $1.6B (55% premium),,,,,,,0.0031400002,,Technology,Information Technology Services,NCM,China,Beijing,https://logo.clearbit.com/imbatcar.com
JMBA,"Jamba, Inc.",SVI,Services Acquisition Corp. ,Jamba Juice Company,2006-11-26,2005-06-25,,,,,,138000000.0,"Services: Business, Healthcare, Consumer","Steven Berrard (Fmr Co-Founder/Co-CEO, AutoNation; Fmr CEO, Blockbuster)",Broadband Capital Management,Non-Trading,,Acquired by Focus Brands (Sep 2019 - $200M),,,,,,,,,NaN,NaN,YHD,NaN,NaN,
NHRX,"NationsHealth, Inc.",MSTM,Millstream Acquisition Corporation ,,2004-08-31,2003-08-25,,,,,,24200000.0,,Arthur Spector,"EarlyBirdCapital, Inc.",Non-Trading,,Acquired by ComVest Investment Partners III (Jul 2019),,,,,,,,,NaN,NaN,YHD,NaN,NaN,
